Nombre,Tipo de Actor,Organización,Cargo,Tipo Participación,Evento,Fecha,País,Tema/Panel,Fuente URL
Martín Pérez de Solay,Persona,Allkem,CEO & Managing Director,Expositor,Benchmark Giga USA 2023,2023-06-01,EEUU,Producción litio Sudamérica,https://benchmarkevents.benchmarkminerals.com/
Fatih Birol,Persona,IEA,Director Ejecutivo,Anfitrión/Keynote,IEA Critical Minerals Summit 2023,2023-09-01,Francia,Minerales críticos y energía limpia,https://www.iea.org/
Jennifer M. Granholm,Persona,U.S. DOE,Secretaria de Energía,Expositora ministerial,IEA Critical Minerals Summit 2023,2023-09-01,Francia,Política energética EEUU,https://www.iea.org/
Madeleine King,Persona,Gobierno de Australia,Ministra de Recursos,Expositora ministerial,IEA Critical Minerals Summit 2023,2023-09-01,Francia,Estrategia minerales Australia,https://www.iea.org/
Fernanda Ávila,Persona,Gobierno de Argentina,Secretaria de Minería,Expositora ministerial,IEA Critical Minerals Summit 2023,2023-09-01,Francia,Litio Argentina,https://www.iea.org/
Suneeta Kaimal,Persona,NRGI,President & CEO,Expositora,IEA Critical Minerals Summit 2023,2023-09-01,Francia,Gobernanza recursos naturales,https://www.iea.org/
Zeng Yuqun,Persona,CATL,"Fundador, Chairman & CEO",Panelista,WEF Davos 2024: Critical Minerals,2024-01-01,Suiza,Minerales críticos,https://weforum.org/
Leila Benali,Persona,Min. Transición Energética Marruecos,Ministra,Panelista,WEF Davos 2024: Critical Minerals,2024-01-01,Suiza,Minerales críticos,https://weforum.org/
Benedikt Sobotka,Persona,Eurasian Resources Group,CEO,Panelista,WEF Davos 2024: Critical Minerals,2024-01-01,Suiza,Cadenas suministro,https://weforum.org/
Jason Bordoff,Persona,Columbia University / CGEP,Founding Director,Panelista,WEF Davos 2024: Critical Minerals,2024-01-01,Suiza,Política energética,https://weforum.org/
Javier Silva,Persona,SQM Lithium,VP Sostenibilidad,Panelista,OECD Forum Responsible Minerals 2024,2024-05-01,Francia,Sostenibilidad cadenas litio,https://oecd-events.org/
Roland Chavasse,Persona,ILiA,Secretary General,Panelista,Mining Indaba 2024,2024-02-01,Sudáfrica,Posicionar África en cadenas litio,https://lithium.org/
Sinead Kaufman,Persona,Rio Tinto Minerals,CEO,Expositora Main Stage,Mining Indaba 2024,2024-02-01,Sudáfrica,Disrupción industria,https://miningreview.com/
Dale Henderson,Persona,Pilbara Minerals,MD & CEO,Expositor (Digger of the Year),Diggers & Dealers 2023,2023-08-01,Australia,Mercado litio,https://afdj.com.au/
Xiaoshen Wang,Persona,Ganfeng Lithium,Vice Chairman & President,Expositor,Future Minerals Forum 2026,2026-01-01,Arabia Saudita,Litio y cadenas globales,https://im-mining.com/
Dominic Barton,Persona,Rio Tinto,Chairman,Expositor,Future Minerals Forum 2026,2026-01-01,Arabia Saudita,Minería y transición,https://im-mining.com/
Iván Arriagada,Persona,Antofagasta Minerals,CEO,Expositor,Future Minerals Forum 2026,2026-01-01,Arabia Saudita,Minerales críticos,https://im-mining.com/
Jeff Dahn,Persona,Dalhousie University,"Professor, Tesla Canada IRC",Keynote plenario,International Battery Seminar 2024,2024-03-01,EEUU,Investigación baterías litio,https://internationalbatteryseminar.com/
Glen Merfeld,Persona,Albemarle Corporation,Ejecutivo Tecnología,Keynote plenario,International Battery Seminar 2024,2024-03-01,EEUU,Tecnología materiales litio,https://internationalbatteryseminar.com/
Kevin Chan,Persona,Albemarle,Regional VP APAC,Expositor,Fastmarkets Asian Battery 2023,2023-05-01,Singapur,Ecosistema litio Asia,https://fastmarkets.com/
Walter Czarnecki,Persona,Livent,CCO,Keynote ejecutivo,Fastmarkets Asian Battery 2023,2023-05-01,Singapur,Futuro cadenas EV Asia,https://fastmarkets.com/
Daniel Jiménez,Persona,iLi Markets,Managing Partner,Panelista,Fastmarkets Asian Battery 2023,2023-05-01,Singapur,Escasez suministro litio,https://fastmarkets.com/
Yasemin Esmen,Persona,Fastmarkets,Senior Reporter Lithium,Expositora,PDAC 2025,2025-03-01,Canadá,"Precios litio, futuros",https://pdac.ca/
Mike Henry,Persona,BHP,CEO,Keynote,PDAC 2025,2025-03-01,Canadá,Demanda metales 2050,https://investingnews.com/
Vladimir Reyes,Persona,Consejo de Pueblos Atacameños (CPA),Presidente,Vocero/Organizador,Reunión CPA–Ministra de Minería,2023-09-01,Chile,Participación en ENL,https://www.df.cl/empresas/mineria/ministra-de-mineria-dice-que-consejo-de-pueblos-atacamenos-tendra
Sergio Chamorro,Persona,Consejo de Pueblos Atacameños (CPA),Abogado asesor,Vocero técnico,Reunión CPA–Ministra de Minería,2023-09-01,Chile,Hoja de ruta ENL,https://www.df.cl/empresas/mineria/ministra-de-mineria-dice-que-consejo-de-pueblos-atacamenos-tendra
Aurora Williams,Persona,Ministerio de Minería de Chile,Ministra,Keynote/Anfitriona,Reunión CPA–Ministra de Minería,2023-09-01,Chile,Implementación ENL,https://www.df.cl/empresas/mineria/ministra-de-mineria-dice-que-consejo-de-pueblos-atacamenos-tendra
Yermin Básques,Persona,Comunidad Indígena de Toconao,Presidente,Vocero,Bloqueo Salar de Atacama – Bloque Sur,2024-01-01,Chile,Rechazo acuerdo Codelco–SQM,https://www.elciudadano.com/especiales/litio-chile/yermin-basques-presidente-de-la-comunidad-de-toconao-los-salares-no-son-minas-son-ecosistemas/03/12/
Alexis Romero,Persona,Consejo de Pueblos Atacameños (CPA),Presidente (posterior),Vocero,Bloqueo Salar de Atacama – Bloque Sur,2024-01-01,Chile,Decisiones comunitarias,https://eldesconcierto.cl/2026/03/23/litio-chileno-a-2060-el-acuerdo-minero-en-el-salar-de-atacama-que-quebro-al-pueblo-atacameno
Ramón Morales Balcázar,Persona,Fundación Tantí / OPSAL,Director fundador,Panelista/Organizador,II Encuentro Plurinacional por Salares y Humedales Andinos,2022-09-01,Chile,Diálogo de saberes / Salares andinos,https://salares.org/organizaciones-territoriales-dirigentes-de-comunidades-y-expertos-as-participan-en-el-ii-encuentro-plurinacional-por-los-salares-y-humedales-andinos/
Bárbara Jerez Henríquez,Persona,U. del Bío-Bío / OPSAL,Investigadora,Panelista,II Encuentro Plurinacional por Salares y Humedales Andinos,2022-09-01,Chile,Extractivismo en salares,https://salares.org/organizaciones-territoriales-dirigentes-de-comunidades-y-expertos-as-participan-en-el-ii-encuentro-plurinacional-por-los-salares-y-humedales-andinos/
Ramón Morales Balcázar,Persona,Fundación Tantí / OPSAL,Director fundador,Organizador/Expositor,"Foro virtual ""Análisis de la Estrategia Nacional del Litio""",2023-05-01,Chile,Análisis ENL,https://salares.org/tag/litio/
Miriam Liempe,Persona,CTA Autónoma,Secretaria Pueblos Originarios,Oradora,Tercer Malón de la Paz,2023-08-01,Argentina,Derechos pueblos originarios,https://lavaca.org/tercer-malon-de-la-paz/malon-de-la-paz-frente-a-las-republiquetas-y-las-monarquias-una-asamblea-plurinacional-para-que-exista-la-democracia/
Octavio Colina,Persona,"Comunidad Potrero de la Puna, Abra Pampa",Comunero,Vocero comunitario,Tercer Malón de la Paz,Jul-Ago 2023,Argentina,Extractivismo en Jujuy,https://lavaca.org/notas/lo-que-dejo-el-paso-del-tercer-malon-de-la-paz-en-buenos-aires-la-voz-de-las-comunidades/
Adolfo Pérez Esquivel,Persona,SERPAJ,Premio Nobel de la Paz,Apoyo público,Tercer Malón de la Paz,2023-08-01,Argentina,DDHH pueblos originarios,https://lavaca.org/mu185/guerra-o-paz-3-malon-de-pueblos-originarios/
Román Guitián,Persona,Comunidad Atacameños del Altiplano,Cacique,Vocero comunitario,Amparos ambientales Salar Hombre Muerto (OPSAL),2024.0,Argentina,Litio y agua Salar Hombre Muerto,https://salares.org/tag/litio/
Ximena Arizaga,Persona,Escuela Arquitectura UC,Profesora/Investigadora,Panelista,"Ciclo ""Diálogos abiertos sobre el litio"" UCN",2023.0,Chile,Evaluación ambiental complementaria del litio,https://arquitectura.uc.cl/proyectos/noticias/7501-ximena-arizaga-participo-en-seminario-sobre-el-litio-de-la-universidad-catolica-del-norte.html
Christian Rodríguez,Persona,UCN – Instituto Políticas Públicas,Director,Moderador,"Ciclo ""Diálogos abiertos sobre el litio"" UCN",2023.0,Chile,Gobernanza del litio,https://arquitectura.uc.cl/proyectos/noticias/7501-ximena-arizaga-participo-en-seminario-sobre-el-litio-de-la-universidad-catolica-del-norte.html
Claudia Cabezas Aramayo,Persona,Asociación Atacameña de Regantes y Agricultores del Río Vilama,Presidenta,Panelista,"Conversatorio UCN ""Litio, agricultura y comunidades""",2023-12-01,Chile,Agua y litio,https://www.mch.cl/2023/12/04/universidad-catolica-del-norte-realiza-conversatorio-sobre-el-litio/
Héctor García Mamani,Persona,Agricultores del Río Vilama,Representante,Panelista,"Conversatorio UCN ""Litio, agricultura y comunidades""",2023-12-01,Chile,Derechos hídricos,https://www.mch.cl/2023/12/04/universidad-catolica-del-norte-realiza-conversatorio-sobre-el-litio/
Rosa Ramos,Persona,Asociación Empresarial Turismo Indígena Atacameña-Lickanantay,Presidenta,Panelista,"Conversatorio UCN ""Litio, agricultura y comunidades""",2023-12-01,Chile,Turismo indígena,https://www.mch.cl/2023/12/04/universidad-catolica-del-norte-realiza-conversatorio-sobre-el-litio/
Pablo Pisani,Persona,SQM,Gerente Asuntos Corporativos Nitratos-Yodo,Panelista corporativo,"Conversatorio UCN ""Litio, agricultura y comunidades""",2023-12-01,Chile,Vínculo con comunidades,https://www.mch.cl/2023/12/04/universidad-catolica-del-norte-realiza-conversatorio-sobre-el-litio/
Pablo Rojas,Persona,Gobierno Regional de Antofagasta,Jefe División Planificación Regional,Panelista estatal,"Conversatorio UCN ""Litio, agricultura y comunidades""",2023-12-01,Chile,Planificación territorial,https://www.mch.cl/2023/12/04/universidad-catolica-del-norte-realiza-conversatorio-sobre-el-litio/
Rodrigo Alda Varas,Persona,Universidad Católica del Norte,Rector,Keynote apertura,Seminario SQM–AIA–UCN en Exponor 2024,2024-06-01,Chile,Estrategia minera regional,https://www.noticias.ucn.cl/
Victoria Flexer,Persona,CIDMEJu–CONICET Argentina,Dra. Ciencias Químicas,Keynote,Congreso Futuro 2024 – Antofagasta,2024-01-01,Chile,Litio y revolución energética,https://www.noticias.ucn.cl/
Hernán Cáceres,Persona,UCN – Facultad de Ingeniería,Decano,Panelista,Congreso Futuro 2024 – Antofagasta,2024-01-01,Chile,Futuro sostenible del litio,https://www.noticias.ucn.cl/
Claudia Núñez,Persona,UCN,Dra. Química,Panelista,Congreso Futuro 2024 – Antofagasta,2024-01-01,Chile,Química del litio,https://www.noticias.ucn.cl/
Carlos Sadir,Persona,Gobierno de Jujuy,Gobernador,Inauguración,RELiTE – Seminario Gobernanza del Litio,2024-07-01,Argentina,Litio como recurso estratégico,https://ifargentine.com.ar/agenda/litio24
Alberto Bernis,Persona,Gobierno de Jujuy,Vicegobernador,Panel apertura,RELiTE – Seminario Gobernanza del Litio,2024-07-01,Argentina,Cadena de valor del litio,https://ifargentine.com.ar/agenda/litio24
Antonio Marocco,Persona,Gobierno de Salta,Vicegobernador,Panel apertura,RELiTE – Seminario Gobernanza del Litio,2024-07-01,Argentina,Región del Litio trinacional,https://ifargentine.com.ar/agenda/litio24
Rubén Dusso,Persona,Gobierno de Catamarca,Vicegobernador,Panel apertura,RELiTE – Seminario Gobernanza del Litio,2024-07-01,Argentina,Minería como cuestión de Estado,https://ifargentine.com.ar/agenda/litio24
Romain Nadal,Persona,Embajada de Francia en Argentina,Embajador,Inauguración,RELiTE – Seminario Gobernanza del Litio,2024-07-01,Argentina,Cooperación Francia–Argentina en litio,https://ifargentine.com.ar/agenda/litio24
Romina Sassarini,Persona,Secretaría de Minería y Energía de Salta / COFEMIN,Ministra / Presidenta COFEMIN,Panelista,Argentina Mining 2024,2024-08-01,Argentina,Licencia social y monitoreos,https://cmsalta.com.ar/la-camara-de-la-mineria-de-salta-presente-en-argentina-mining-2024/
Roberto Cacciola,Persona,CAEM,Presidente,Panelista,Arminera 2025,2025-05-01,Argentina,RIGI y desarrollo del sector minero,https://www.mejorenergia.com.ar/noticias/2025/05/22/4174-gobernadores-mineros-destacaron-el-potencial-del-sector-para-apuntalar-la-economia
Alejandra Cardona,Persona,CAEM,Directora Ejecutiva,Organizadora/Panelista,Arminera 2025,2025-05-01,Argentina,Proyectos cobre y litio,https://ar.messefrankfurt.com/content/dam/messefrankfurt-argentina/arminera/press-releases/2025/05_ARM2025_MAR2025_Federal_participan12_provincias_EN.pdf
Ezequiel Gorbarán,Persona,Messe Frankfurt Argentina,Gerente de Proyecto,Organizador,Arminera 2025,2025-05-01,Argentina,Organización expo,https://ar.messefrankfurt.com/content/dam/messefrankfurt-argentina/arminera/press-releases/2025/05_ARM2025_MAR2025_Federal_participan12_provincias_EN.pdf
Luis Lucero,Persona,Secretaría de Minería de la Nación (Argentina),Secretario,Keynote apertura,"18° Seminario ""Argentina Oro, Plata y Cobre""",2024-12-01,Argentina,Política minera 2024–2025,https://saltamining.com/contenido/4382/la-mineria-argentina-cierra-un-intenso-2024-en-el-evento-anual-de-panorama-miner
José de Castro Alem,Persona,Cámara Minera de Salta / UCASAL,Vicepresidente / Director Académico,Panelista,"Ciclo ""Hablemos de lo que viene"" (ed. 2025)",2025-04-01,Argentina,Minerales estratégicos,https://www.eltribuno.com/
Daniel Galli,Persona,SMG / ASINOA / UNJu,Director gerente,Panelista,"Ciclo ""Hablemos de lo que viene"" (ed. 2025)",2025-04-01,Argentina,Trayectoria minera del NOA,https://www.eltribuno.com/
Manuel Benítez,Persona,Cámara Argentina de Proveedores Mineros,Presidente,Panelista,"Ciclo ""Hablemos de lo que viene"" (ed. 2025)",2025-04-01,Argentina,Minería en contexto regional,https://www.eltribuno.com/
Alfonso Pérez,Persona,YLB – Yacimientos de Litio Bolivianos,Gerente de Proyectos y Contratos,Panelista,Cumbre Energética SIB 2025,2025-05-01,Bolivia,Contratos Uranium One y CBC,https://eju.tv/2025/05/ylb-informa-sobre-produccion-contratos-y-proyecciones-del-litio-en-la-cumbre-energetica-2025/
Maroš Šefčovič,Persona,Comisión Europea,Vicepresidente Ejecutivo,Keynote,Raw Materials Week 2023,2023-11-01,Bélgica,Implementación CRMA,https://single-market-economy.ec.europa.eu/events/raw-materials-week-2023-2023-11-13_en
Thierry Breton,Persona,Comisión Europea,Comisario Mercado Interno,Keynote,Raw Materials Week 2023,2023-11-01,Bélgica,Estrategia europea materias primas,https://single-market-economy.ec.europa.eu/events/raw-materials-week-2023-2023-11-13_en
Kerstin Jorna,Persona,DG GROW – Comisión Europea,Directora General,Organizadora,Raw Materials Week 2023 y 2024,2023–2024,Bélgica,Política europea de materias primas,https://single-market-economy.ec.europa.eu/events/raw-materials-week-2024-2024-12-09_en
Stéphane Séjourné,Persona,Comisión Europea,Vicepresidente Ejecutivo,Keynote,Raw Materials Week 2024,2024-12-01,Bélgica,CRMA – primer año,https://single-market-economy.ec.europa.eu/events/raw-materials-week-2024-2024-12-09_en
Jozef Síkela,Persona,Comisión Europea,Comisario,Keynote,Raw Materials Week 2024,2024-12-01,Bélgica,Asociaciones estratégicas,https://single-market-economy.ec.europa.eu/events/raw-materials-week-2024-2024-12-09_en
Stefan Debruyne,Persona,SQM,Director,Panelista (platinum sponsor),EIT RawMaterials Summit 2023,2023-05-01,Bélgica,Return of Raw Materials,https://eitrmsummit.com/
Kang Insun,Persona,Min. Exteriores Corea del Sur,Vice-ministra 2ª,Presidenta MSP,MSP Principals/Forum (UNGA 2024),2024-09-01,EEUU,MSP Finance Network,https://policy.trade.ec.europa.eu/help-exporters-and-importers/accessing-markets/raw-materials/minerals-security-partnership-forum_en
Nozipho Joyce Mxakato-Diseko,Persona,Gobierno de Sudáfrica,Embajadora,Co-presidenta Panel,Panel ONU Minerales Críticos (CETM),2024.0,EEUU,Guiding Principles for CETM,https://press.un.org/en/2024/sgsm22205.doc.htm
Ditte Juul Jørgensen,Persona,DG Energy – Comisión Europea,Directora General,Co-presidenta Panel,Panel ONU Minerales Críticos (CETM),2024.0,EEUU,7 Acciones / Principios,https://energy.ec.europa.eu/news/un-panel-critical-energy-transition-minerals-unveils-actions-and-principles-justice-and-equity-2024-09-11_en
Suneeta Kaimal,Persona,NRGI – Natural Resource Governance Institute,Presidenta y CEO,Miembro Panel,Panel ONU Minerales Críticos (CETM),2024.0,EEUU,Gobernanza de CETM,https://www.unep.org/news-and-stories/press-release/un-convened-panel-address-equity-sustainability-and-human-rights
Rebeca Grynspan,Persona,UNCTAD,Secretaria General,Apertura,Foro Mundial de Commodities UNCTAD 2024,2024-12-01,Suiza,Minerales CETM y valor agregado,https://unctad.org/
Lisa Murkowski,Persona,Senado de EEUU,Senadora (R-Alaska),Keynote,SAFE Summit 2024,2024-03-01,EEUU,Seguridad de minerales,https://secureenergy.org/
Paul Jacobson,Persona,General Motors,CFO,Panelista,SAFE Summit 2024,2024-03-01,EEUU,Supply chain EV,https://secureenergy.org/
Nisha Biswal,Persona,US International Development Finance Corp. (DFC),Deputy CEO,Panelista,SAFE Summit 2024,2024-03-01,EEUU,Financiamiento minerales,https://secureenergy.org/
Reta Jo Lewis,Persona,EXIM Bank USA,Chair,Panelista,SAFE Summit 2024,2024-03-01,EEUU,Financiamiento exportaciones,https://secureenergy.org/
Ignacio de Calonje,Persona,IFC – World Bank,Chief Investment Officer,Moderador,Mining Indaba 2024 (sesión litio-cobalto-níquel),2024-02-01,Sudáfrica,Green minerals,https://www.worldbank.org/
Jeff Townsend,Persona,Critical Minerals Association (CMA),Fundador,Panelista,IMARC 2024,2024-10-01,Australia,Supply chain colaboración internacional,https://miningbeacon.com/press/imarc-2024-kicks-off-in-sydney
Juan Luis Dammert,Persona,NRGI – Natural Resource Governance Institute,Experto América Latina,Panelista,Side-event NRGI–BHRRC–RAID (OECD Forum),2024-05-01,Francia,Corrupción en cadenas de suministro,https://resourcegovernance.org/
Néstor Jerez,Persona,Pueblo Ocloya / Jujuy,"Cacique, vocero designado",Vocero principal,Tercer Malón de la Paz,Jul-Dic 2023,Argentina,Reforma Constitucional Jujuy / litio / propiedad comunitaria indígena,https://lavaca.org/tercer-malon-de-la-paz/
Sabina Yurquina,Persona,"Comunidad Chucalezna, Humahuaca",Comunera (69 años),Vocera,Tercer Malón de la Paz,Jul-Dic 2023,Argentina,Territorio y reforma constitucional,https://lavaca.org/tercer-malon-de-la-paz/
Octavio Colina,Persona,Comunidad Potrero de la Puna,Comunero,Vocero comunitario,Tercer Malón de la Paz,Jul-Dic 2023,Argentina,Represión / extractivismo,https://lavaca.org/tercer-malon-de-la-paz/
Robinson Suárez,Persona,"Abra Pampa, Jujuy",Malonero,Caminante / Participante,Tercer Malón de la Paz,Jul-Dic 2023,Argentina,Recorrido 3300 km,https://lavaca.org/tercer-malon-de-la-paz/el-tercer-malon-de-la-paz-llego-a-buenos-aires-y-acampa-frente-a-la-corte-suprema/
Martina (Potrero de la Puna),Persona,Comunidad Potrero de la Puna,Comunera,Participante,Tercer Malón de la Paz,Jul-Dic 2023,Argentina,Mujeres al frente,https://lavaca.org/tercer-malon-de-la-paz/el-tercer-malon-de-la-paz-llego-a-buenos-aires-y-acampa-frente-a-la-corte-suprema/
